BIOCHEMICAL,1-ctrl,2-ctrl,3-ctrl,4-ctrl,5-ctrl,6-ctrl,7-ctrl,8-ctrl,9-Lm,10-Lm,11-Lm,12-Lm,13-Lm,14-Lm,15-Lm,16-Cr,17-Cr,18-Cr,19-Cr,21-Cr,22-Cr,23-GF,24-GF,25-GF,26-GF,27-GF,28-GF,29-GF,30-GF,31-GF
1-linoleoyl-GPG (18:2)*,18337740,19171632,21016520,19548778,15708336,12478373,15146720,18150256,20786794,27088162,17768900,21623940,15486059,24571422,16332489,23698070,14296767,18231992,16438505,19748662,16669274,9926933,10237184,13531299,12054282,8114628,11295258,13062582,7958503,9536579
1-linoleoyl-GPI* (18:2)*,3269794,3401069,3590658,3480303,1753295,2502746,2236118,1885705,1537962,2090590,2904390,1160762,2730021,1669471,1920965,4998817,7113863,4656081,5296693,7907055,4030314,2100456,1709068,2464005.25,1559252,1236099,1706131,1928506,1816387,1802509
1-linoleoylglycerol (18:2),14984891,21102528,15973083,13457745,132844376,13284903,216991984,49677120,17007780,76148864,46848900,116804296,26287714,329999200,141140096,44085168,31506280,11660024,25288724,13980812,15709549,8382104.5,9738699,2928252,3190987,2086745.125,15996681,7933721,5331132,2663908
1-methyl-4-imidazoleacetate,48679308,45469584,54307244,53785588,56078332,60511852,66861020,70418576,71794960,103588576,64090208,64373808,69007744,289796224,67800880,84477736,97187608,95640288,88285944,112094952,85170016,50345088,60534324,79749096,51168788,56830004,57570828,58634180,52188300,55270744
1-methyl-5-imidazoleacetate,107040592,100045272,84607896,131207544,79444384,80177352,68217296,132759128,86986280,106817008,125952816,130918880,147379248,102488080,112183904,170382800,188833440,197739936,192926592,287354144,193174768,82982784,115282136,102082936,100661552,110794224,80678144,97558576,110812208,68442632
1-methyladenine,3280680,2960985,2247602,4365570,2866265,1485097.125,2410602,1484472,9498912,7037069.5,3944133,6520560.5,2505440,21510768,5949588.5,3899738,3218179.25,5679644,3298691,4312516,4122219,1166305,1063048,1715897.875,854019,,896293,1020388,1303578,981216
1-methylguanidine,9600239,10538253,8446983,11275584,10333816,9664317,9450507,6534941,3502872,3538455,7045921,5130984,4605933,1267600,4376153,6682325,6699693,8432362,7458910,6567148,7749444,11729494,12570385,12366510,10286717,9656674,12462981,10437935,7144389,7285552
1-methylguanine,,,,,,,,,419594,336080,122955,337286,,975071,201028.9844,,,,,,,,,,,,,,,
1-methylhistidine,69162616,74646112,71589312,74493640,81180880,87785120,96759792,108076200,221269808,350304032,122322848,253691168,136125088,944340352,162973552,102960240,91569184,80401608,86047736,125119840,107169528,106011504,115687504,116051784,120352832,103104280,98063480,105361992,112450696,128084984
1-methylnicotinamide,33316106,29827748,41736708,37599544,41388832,63883328,45705076,50423720,43161128,53783752,20418306,30292294,28737764,115507240,32555578,47424936,51581596,46100316,38345560,56857568,45010984,41110784,47448156,57073100,39750516,34495320,36569304,48076480,37518900,53701556
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,160582736,169146400,163014624,128940208,123804648,127876464,139384368,140997328,130678352,159220448,107492584,115533968,100137792,145965232,102633824,111359240,122726280,122814904,115106320,109656112,113727928,122228584,126057424,125740456,116307472,108694808,119079856,123911840,130158048,133611888
1-myristoyl-2-palmitoyl-GPC (14:0/16:0),22060024,21848224,21441328,19354432,18492884,18660426,18914492,19280308,12278539,15922432,17907100,15838678,13443937,15047269,15982702,19431708,19959960,18335764,18393984,17045592,16089696,17642392,18402664,22208724,19305980,16894120,17965640,17484324,19513948,18579496
1-myristoylglycerol (14:0),1907060,2526368,1641485,1118590,6019273,1897795,6949711,2138264,1381298,5255775,2300615,2296590,1626598,14409141,3127749,1960771,1649636,1414230,1846419,1161422,927647,,,510488,,,1361843,,892405,
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,71388128,80961088,74137656,61031944,89536472,85950224,85010112,61436244,,,43617740,,,,,42582924,48368100,36253200,48202192,34144664,53099444,60955408,55069528,44254548,43135008,52290456,65613256,55325008,49025808,54913208
1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*,32773518,32290838,31426806,29383096,43231660,41755856,43929316,41697240,27535958,22370152,23640064,31076280,29297222,25578470,31392420,24115356,21914064,18947816,22768454,18102968,23715044,29616360,25080200,24055044,26636506,24373456,31516858,28493882,23825998,25306008
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,606094656,618370816,581888960,604736960,749267456,704889152,808081408,731584448,380384928,495512288,426552320,368630080,413809344,432307712,407424384,498564000,662543808,488118912,556007168,638588416,577920704,515651712,493235136,492056672,466938400,454560224,460033440,504950624,438091040,541706112
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,121794200,125225200,118843408,120077280,232818608,170508736,222176256,209529536,59015836,66204464,53282092,55459788,57078644,53115584,47893308,105047520,194962656,91764368,93485160,137982944,97836552,101174616,88179264,87534200,85338368,81499480,95317584,89606808,71698448,90814056
1-oleoylglycerophosphate (18:1),400255,251721.0156,404917,392409,583732,446239,549016,1327388,1373412,4144850.75,379782,1069383,533537,2435832,306185,518554,373965,620722,465307.9688,1055994,532195,387006,326120,774373,424134,317385,402370,295469,463966,415875
1-oleoyl-GPC (18:1),475724256,392606880,493131104,870879680,421237504,657528448,333573600,648882624,433750240,574162560,264001616,379981824,398808800,540453056,230383824,549168960,530354560,717127104,866388480,778121472,570474496,692409728,522631680,889939072,641873088,740297344,516160992,658844288,843830912,874781504
1-oleoyl-GPE (18:1),28149468,21547250,25654486,53358744,24442470,37982832,17912032,56831900,34785096,38158656,16926620,24118266,18380004,32342432,12831163,27373556,30122340,31208246,44437000,70424776,51087824,44965852,50371860,60274964,44859308,69641960,37501956,55923672,85255824,78477952
1-oleoyl-GPG (18:1)*,14468650,13822738,12213047,14503065,14566697,13137312,13688606,12829316,8083589,11929725,10501206,8906710,7118804,9452823,6922194.5,13180357,13506774,16012587,10462764,11888676,9541881,8950603,5931968,10358890,9086586,6275744,6993953,9103436,5470106,6292666
1-oleoyl-GPI (18:1),1098131,1479619,1238951,1214581,788562,1501528.125,1063965,646764,399813,722750,573861,223573,605211,390211.9688,455137,849261.0625,2856930,1539472,916505,1296117,660626,818325,368298,915802,539186,382979,343840,671380,573654,607752
1-oleoyl-GPS (18:1),142293,230153,128549.9922,182140,,233795,111695,183118.9844,,244332.0156,128651,74768,168050,225897,90506.9922,169442,388978,250104,287536,521734,261584,75599,,,,115681,,,161191,
1-oleoylglycerol (18:1),16267668,24228528,17817552,14120515,114065088,23759868,157622880,44578964,10162170,43867232,21922364,28845926,19747896,118118152,36170024,19697720,12104996,13617310,14488114,9511329,9776894,11906998,6197563,2952106,3478796,1378783,7067581,6434279,2437950,2758216
1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*,132507888,137656048,143740640,117071840,162599344,136278192,177808608,178158032,191781488,246170464,124298352,185819296,113425328,257347168,139016064,155804480,188291616,151744848,147004736,168342864,129552408,93089384,90067048,88567032,76319568,62938968,89287616,77924856,93915664,82918168
1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,1509501312,1537607936,1479827328,1521067008,1406799360,1452422144,1431472768,1458088448,1612045568,1846254336,1415497344,1477827328,1362189312,1595477248,1374344192,1625722880,1581607552,1515109504,1574940672,1590843520,1479400576,1418500224,1167748352,1390166656,1225976704,1100926464,1159401856,1182902400,1134653568,1177442944
1-palmitoleoyl-GPC* (16:1)*,55127248,45663196,50241924,97692656,39867728,52719072,34338704,78173312,46623012,131737816,33117454,43279804,37713072,82419152,22627232,63105604,66872772,92548760,120352424,127835040,77033120,51615368,50206720,69238024,45700372,56616848,29973334,51993784,61567720,60127492
1-palmitoleoylglycerol (16:1)*,995701,1772810,1056448,960194,8860263,2607685,13686091,2686789,705588,2979647,2224734,1595204,1211534,10959960,2595257,1942050,2140288,2849421,1246050,,918936,,,,,,468255,,,
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),3411260416,3358717440,3461404672,3262212864,3006463232,3150138112,3020931584,3130542080,3690246144,3603778048,3355135488,3437491968,3550068480,3489384704,3422285312,3186846208,3194246144,3370355968,3338297344,2980498688,3329059328,3619299584,3441805568,3377071616,3578798592,3563805696,3403204864,3521864960,3478106624,3532264960
1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,1378764.875,1474032,1520076,1601987,833507,1217727,834628,769200,931838.0625,1245529.875,1370249,666905,1569298,833554,1031151,1458387,1569068,3226055,1319707,1510642,1367090,679855.0625,852467.9375,1173713,899470,1252334,669081,914217,499934,909554.9375
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),2226807808,2190286336,2248850432,2252476160,2089237248,2273734144,2074896256,2162066176,2533630720,2154139392,2222511360,2391374336,2359252736,2151069184,2365624832,2204103424,2105558912,2234230016,2133718784,2018566656,2153132288,2595120640,2334675968,2354548736,2560248064,2523875840,2456552960,2499139328,2398827008,2389724160
1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,247721456,230204160,239506384,218565504,251393312,297716480,248582560,252479296,376715008,314809440,306588288,422036640,368535488,307302208,359886048,230172592,198588512,225025760,207077200,166906256,218384832,280450048,245191136,237880608,292990944,275434528,313745344,277149184,249145536,252328912
1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,730919872,692427328,685227584,726040768,564891264,662079744,543184896,573702080,761688192,1072128704,965532288,765730240,845318592,829754688,661443968,682549312,696198272,825420544,720389184,652307712,685630848,619101824,624657792,752650944,634828736,623712384,499068384,591629248,665443584,639965760
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),3863939584,3581381632,3713679360,3650807808,4632935424,4739625984,4706121728,4791962112,4232662528,4509776896,3877216512,4113495808,4141006848,4321116672,4097788672,3969172736,3826061824,3966370816,3841353472,3823044096,3833142528,3908835072,5168915456,3786147840,3938151680,3895339008,5078500864,5079902208,5316630016,5056470016
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),507923840,476270144,482346624,547521664,485484672,548552192,450265088,464992160,644601792,623800512,499301088,608549760,577521152,548397376,522210528,628798016,796175296,771639808,577618112,612072192,627702400,499311296,426087648,429907520,480348448,455307040,463503712,434748288,434924480,455054624
1-palmitoyl-2-oleoyl-GPC (16:0/18:1),4242518272,4144334592,4225130496,4057385216,4336649728,4285945344,4261952000,4270884096,3825016832,4237883392,3818460672,3718702080,3781417472,3995587584,3810922752,4400724480,4947880448,4548540928,4300045312,4346008064,4312468992,4173577728,4106084096,4375990272,4106397952,4084562432,3953009664,4096136704,4294813184,4181473280
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),309840608,320899968,309519712,295118240,418902080,427333088,364503200,349121248,217370576,201291664,188969792,189338080,163584560,172316160,167459184,409203904,574642624,467954784,364254240,380564576,387667360,315679872,288196064,227049424,281287168,284222208,297049440,293974176,285868736,327474048
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,653100352,601376448,572281024,672465984,738062272,762469888,719259648,700456704,353690528,511300704,779071040,387312800,446464608,471939808,419739424,905423424,1160361600,1047268032,840409920,907591936,821231936,497991968,493275840,527167584,464241408,437192768,391172576,422664256,522013536,469108768
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),186039360,215990992,234680576,153972800,130532272,134965904,153890064,175105776,151946208,131914248,117379856,142815984,146270208,127592136,141813152,226614832,168003856,172398560,203917488,231817760,146797488,188720320,151000128,162970496,216768720,165791136,197261184,199264720,148268800,182981568
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,2203047,2442832,3582787.25,1389188,2611341,2879914,4131687,5006822,879652,,,,,368316.0313,756038,4994276,3084498,2953859.75,2971880,3784876,2810660,3164794,1498006.125,1768332,3328202.25,1830171.875,3170086,3289865,2098180,2946976.75
1-palmitoyl-GPC (16:0),1260979840,1132156032,1240142848,1468125696,1184568448,1296564736,1039227264,1523587584,2069830528,2695041024,1248491264,1542552192,1577790976,2058363776,1249371264,1394038400,1250114048,1563243264,1772650240,1948937728,1662097152,1594053760,1614978944,1918679296,1771855872,2100508160,1317612928,1795525888,2331552256,2077163392
1-palmitoyl-GPE (16:0),70310016,60238624,70513672,134781648,57809532,93478864,43375688,115136800,213399408,211040352,90990288,138483088,117719480,150794032,69718344,89598688,80538600,128700248,138062496,177210624,139942464,149092048,145763296,189988960,159234064,241507920,109889504,168271040,248746816,241072144
1-palmitoyl-GPG (16:0)*,1045366,1158569,1088240,958940,1073359,1025634,946556,1341478,1691114,1646207,1233987,1164319.875,984402,1119805,1066263,1153114,921728.0625,1644888,1156254,1282769,1117246,687287,850397,1090750,718166,720958.9375,702568,856439,883360,777297
1-palmitoyl-GPI* (16:0),832512,1006737.938,772466,1095163,445433,1003013,585563,360677,854294,812209.9375,1043702,451305,1037925.063,444858.9688,878608.9375,799761,2126410,2285758,975732.9375,1065458,830323,572997,261291,676114,454382,598032,285205,612835,605946,708293
1-palmitoyl-GPS (16:0)*,1960886,1880720,2050381,2898367.75,987405,2156096,1169278,1918137,4563814,4591886,1428991,1697416.125,2466158,3061048,1560019,2060810,2428127,3966874.25,3764883,5092753,2661568,3000499,2401547,5070368,3893104,6525512,1908848.125,4275524,6502050.5,6357498
1-palmitoylglycerol (16:0),60546048,77976680,60110100,46538952,142698320,35889140,196741872,37376692,41908432,166500224,95335752,174146480,98690424,283374560,164422928,77148856,31666444,45376504,39040380,24849348,30291062,32599188,15644425,7446952,13341904,11428785,15359504,18648158,10091940,11863249
1-pentadecanoylglycerol (15:0),292963,557095,285132,299966,1111523,166762,1655257,425240.9688,232258,648156,578259,1225976,382936,2223640,1336023,424579,603487,177212,431359.9688,,279255,168576,,,,,310965,,123744,
1-ribosyl-imidazoleacetate*,2300621,2249835,2165647,2523307,3092407.75,3041140,3416042,1879028.125,674939,977740.9375,1629499,707832,977134,1338411,708482,2525553,2675796,3363750.75,3263306,3248040,2657800,2695771,3417849.25,3671533.75,2187806,3607508,2391624,2645821,2622320,2067086
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),2400160768,2521850880,2584998400,2327495168,2321368064,2298244352,2205485312,2418632192,2756525312,2632843520,2307896832,2427702272,2629357824,2383978240,2465961472,1930209792,1666393472,2066822656,2084427648,1952572544,2036573824,2799688448,2564810240,2713624320,2777943040,2846743552,2566246400,2899462656,2549784576,2875738880
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),671163840,700905280,742573120,599671872,739446784,711531584,700025280,774049472,1009854592,880655296,649671104,860917632,802474240,743273216,821496512,558126464,478657472,572854720,552618496,475597440,630678208,714563584,678541248,637358848,726190528,717279936,814607616,779235456,672961536,734411648
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),7745881,7932853,11532967,9085784,8841236,8448205,8787296,8772867,8044567,11234888,5805480,7344319,8764415,17835994,7827369,8033024,5162370,7420633,7305845,7845270,6752239,6925769,7439843,9512840,9222148,9177595,8171564,11096141,8539493,11721180
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),30340644,33958292,35578512,26015126,21636848,21440784,19025734,20472152,45626260,40694176,35152232,48403848,44320552,38881564,44852408,24431862,20048576,25732446,26048784,19663342,24291972,35210724,26452170,25066148,29137286,23417504,32356616,33429982,21080096,25440998
1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,66214496,62783336,74108288,57508544,70485312,86036784,62771780,73589080,176113040,140589264,85958776,161131456,141646528,128250568,124374880,47142272,32549086,60447608,40970652,33943616,45720564,69391872,47156648,63924320,76225280,70655632,68660848,78268320,52388248,62271300
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,720781760,703912320,737871872,702043584,1020849664,943268288,936227840,1008161280,1162725248,1223704960,692953152,1067915200,848246976,954950016,903124800,730810496,667575872,784540672,647381440,631390208,771683200,803410112,710716288,687816704,814147584,806819200,932402176,874877696,811434944,807602944
1-stearoyl-2-oleoyl-GPC (18:0/18:1),1992516736,2142841728,2055550080,2154901760,3359849472,3197593088,3382561280,3368419584,2563206656,2960145664,2094493696,2271664384,2111967232,2495007744,2095217536,2088429440,2281750784,2596385536,2245395200,2298130688,2362162432,2325379072,2199041536,2448272384,2246168320,2278752768,2184195840,2472416512,2314991104,2608710144
1-stearoyl-2-oleoyl-GPE (18:0/18:1),43007296,45987756,48891652,43529204,96653584,90861224,83687216,91014848,46767428,38979752,26844038,35679648,26785924,34700316,31381684,59903472,64370896,56897216,46320752,46114948,54766036,51997820,48651696,41800832,51472948,52577672,63665808,60723980,50852252,56452960
1-stearoyl-GPC (18:0),728410688,712996032,784017344,809113536,977238912,895644032,870951744,1026599360,1331431552,1577300480,888844992,1110173056,1053146368,1235174784,968858688,697462464,623277760,815046144,810438016,816307648,818146368,888837952,939511808,1041918784,946701696,1081270528,831288064,1039582784,1278626816,1214473600
1-stearoyl-GPE (18:0),72791280,62372932,77291368,101524576,66963828,88012912,56973012,123979624,235553824,250119808,84053928,144773968,126570016,162255776,88276752,76699824,53073608,89344136,97729080,107403400,107997424,106532344,106435936,170678720,142976208,200237568,94890832,158094640,228506000,210463152
1-stearoyl-GPG (18:0),476327.0313,478390,579993,671421,618075,486113,467162.9688,814638,1773829,1956745,862494.0625,1701593,1052529,1909568.125,1056332,469587,287137,561865,461278,488770,485586,487876,674292.0625,870077,811973,605501,826925,845686.0625,699653,886187.9375
1-stearoyl-GPI (18:0),2434662,2755552,2565939,3026931.75,1645284,3163714.75,1682516.875,1787069,3517686,3617094,1588480,1423099,3077634.75,2502782,2119613,1419962,3683135,3469022,1342809,1391563.875,1400335,1975667,1267374,2380928,2346983,2044343,1300802,2553839,2468499,2469100
1-stearoyl-GPS (18:0)*,5186447,5096532,5874544,8776259,3324864,6519792,3236889,6666775,18815932,21462504,5158510,7391377,10302894,11878951,5298042,4634569,5307749,9604850,6367556,7483391,5647998,11059011,7734893.5,15494448,13663240,18312480,5950022,15068981,19038612,19253988
10-heptadecenoate (17:1n7),13724333,11085959,14983779,25563636,13773928,23416684,12216127,36282596,15496155,12683835,5888998.5,6986118,8463017,20089704,5860830,15988664,15522225,27247330,27105356,48001048,29126888,22433780,35048576,54356876,32536612,50317968,21228120,34124680,58587816,64208148
10-nonadecenoate (19:1n9),4007868.25,3668087,4672980,6165823,3914363.75,7802873,4694291,8886180,7077799.5,8446439,2882844,4795833,4683256,11358419,4131277.25,4258898,4958719,5590013,6166671,9753325,6592532,5471884,6332809,9572899,6994240,7606760.5,4510477,7118145,9543091,11298519
12-dehydrocholate,12033654,4165406,5583155.5,29259958,4598943,742418,2263853,2179316,2184064,1167258,1028470,,813673,688225,3326538,3697280,4304239,2381881,2254298,3153980,4683950,,,,,,,,,
18-methylnonadecanoate (i20:0),312078,295595,323773.9688,780393,270056,344117,210846,345437,435374,456479,217826,228441,357469,570647,231416.9844,316070,168564,277527,359025,575031,280365,381390,210345,256547,262264,318539.9688,189581.0156,306127,346235,491464
2'-deoxyadenosine,,,,,44996,,45698,,215116,76521,82887,206267,118998,67799,54843,115902,,122418.0078,75304,,,192144.9844,234847,169574,152687,220993,157679,196397,195583,198166.9844
2'-deoxycytidine,10471483,10567569,11170503,12260284,10349872,10310474,11373994,11900064,1158354,237338.0156,1856971,,3949699,,2187442,17121284,18411416,22468120,14596025,23007950,18902076,8715863,11900001,11941041,9373787,10952910,9636667,10772571,11090756,11860149
2'-deoxyuridine,423053,261126,255856,525371,222100,285755,238669.0156,258853,29168,,43822,,61429,,57417,579989,399097,434680,327894,216413,213266,429811.9688,306773,391464,357239,359881,429325,423954,435652,299982
